개설강좌,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
NO,개설전공,개설과정,과목번호,분반,교과목명,담당교수,이수구분,과목세부구분,강의실습구분,교과대분류,교과분야,교과영역,전공(트랙),학위구분,성적부여방법,학점,이론시수,실습시수,코드쉐어여부,영어강의여부,요일/교시/강의실,선수과목,비고
107,기초학부,전체,HSS109a,04,학술 글쓰기,전계성,기초필수,교과,이론,기초,인문사회,쓰기·읽기 중점,,,등급,3.0,3.0,0.0,N,N,화15:00-18:00(E7 - 224),,"2026학번 정원: 25명, 2025~2018학번 정원: 4명"
108,기초학부,전체,HSS109a,05,학술 글쓰기,전계성,기초필수,교과,이론,기초,인문사회,쓰기·읽기 중점,,,등급,3.0,3.0,0.0,N,N,금09:00-12:00(E7 - 224),,"2026학번 정원: 25명, 2025~2018학번 정원: 4명"
109,기초학부,전체,HSS112,01,사회학의 이해,최태섭,기초필수,교과,이론,기초,인문사회,쓰기·읽기 중점,,,등급,3.0,3.0,0.0,N,N,목09:00-12:00(E7 - G03),,"2026학번 정원: 30명, 2018학번~2025학번 정원: 10명"
110,기초학부,전체,HSS114,01,지리학 입문,숀센,기초필수,교과,이론,기초,인문사회,쓰기·읽기 중점,,,등급,3.0,3.0,0.0,N,Y,월18:00-21:00(E7 - G01),,"2026학번 정원: 25명, 2018학번~2025학번 정원: 10명"
111,기초학부,전체,HSS115,01,심리학으로의 여행,곽금주,기초필수,교과,이론,기초,인문사회,쓰기·읽기 중점,,,등급,3.0,3.0,0.0,N,N,화11:00-14:00(E7 - L30),,"2026학번 정원: 30명, 2018학번~2025학번 정원: 10명"
112,기초학부,전체,HSS116,01,인류학의 이해,이정덕,기초필수,교과,이론,기초,인문사회,쓰기·읽기 중점,,,등급,3.0,3.0,0.0,N,N,화15:00-18:00(E7 - G03),,"2026학번 정원: 30명, 2018학번~2025학번 정원: 10명"
113,기초학부,전체,HSS117,01,인간과 종교,박범석,기초필수,교과,이론,기초,인문사회,쓰기·읽기 중점,,,등급,3.0,3.0,0.0,N,N,목09:00-12:00(E7 - L30),,"2026학번 정원: 30명, 2018학번~2025학번 정원: 10명"
114,기초학부,전체,HSS118,01,미래소양강좌,최한경,기초필수,교과,이론,기초,인문사회,쓰기·읽기 중점,,,S/U,1.0,1.0,0.0,N,Y,금13:00-14:00(E7 - 236),,
115,기초학부,전체,HSS119,01,진로탐색 및 전공설계Ⅰ,최한경,기초필수,교과,이론,기초,인문사회,쓰기·읽기 중점,,,S/U,1.0,1.0,0.0,N,Y,수13:00-14:00(E7 - L29),,
116,기초학부,전체,HSS121,01,Introduction to Traditional Korean Culture - 영어강좌,배하은,기초필수,교과,이론,기초,인문사회,쓰기·읽기 중점,,,등급,2.0,2.0,0.0,N,Y,월13:00-15:00(E7 - L22),,
117,기초학부,전체,HSS122,01,Introduction to Philosophy - 영어강좌,김병재,기초필수,교과,이론,기초,인문사회,쓰기·읽기 중점,,,등급,2.0,2.0,0.0,N,Y,월10:30-12:30(E7 - G03),,
118,기초학부,전체,HSS201,01,과학기술사의 주요 장면,장하원,기초필수,교과,이론,기초,인문사회,쓰기·읽기 중점,,,등급,3.0,3.0,0.0,N,N,월14:00-17:00(E7 - G01),,
119,기초학부,전체,HSS202,01,과학철학의 쟁점,강유진,기초필수,교과,이론,기초,인문사회,쓰기·읽기 중점,,,등급,3.0,3.0,0.0,N,N,수13:00-16:00(E7 - G03),,
120,기초학부,전체,HSS203,01,근대 사회와 사상,이원근,기초필수,교과,이론,기초,인문사회,쓰기·읽기 중점,,,등급,3.0,3.0,0.0,N,N,월14:00-17:00(E7 - L30),,
121,기초학부,전체,HSS204,01,글로벌 정치경제 - 영어 강좌,윤지성,기초필수,교과,이론,기초,인문사회,쓰기·읽기 중점,,,등급,3.0,3.0,0.0,N,Y,"화11:00-12:30(E7 - 235), 목11:00-12:30(E7 - 235)",,영어 강좌 / Only English
122,기초학부,전체,HSS207a,01,커뮤니케이션 특강 - 영어 강좌,조성겸,기초필수,교과,이론,기초,인문사회,쓰기·읽기 중점,,,등급,3.0,3.0,0.0,N,Y,목13:00-16:00(E7 - G01),,영어 강좌 / Only English
123,기초학부,전체,HSS208a,01,철학 고전의 이해,김병재,기초필수,교과,이론,기초,인문사회,쓰기·읽기 중점,,,등급,3.0,3.0,0.0,N,N,"월13:00-14:30(E7 - 235), 수13:00-14:30(E7 - 235)",,"2018학번 이후만 수강 신청, 정원 : 32명"
124,기초학부,전체,HSS212,01,권리변동의 일반,함상범,기초필수,교과,이론,기초,인문사회,쓰기·읽기 중점,,,등급,3.0,3.0,0.0,N,N,월09:30-12:30(E7 - L30),,
125,기초학부,전체,HSS215,01,도시지리학,숀센,기초필수,교과,이론,기초,인문사회,쓰기·읽기 중점,,,등급,3.0,3.0,0.0,N,Y,"월15:00-16:30(E7 - 224), 수15:00-16:30(E7 - 224)",,
126,기초학부,전체,HSS218,01,세계종교입문,박범석,기초필수,교과,이론,기초,인문사회,쓰기·읽기 중점,,,등급,3.0,3.0,0.0,N,N,목13:00-16:00(E7 - L30),,
127,기초학부,전체,HSS221,01,사회과학 특강Ⅰ,곽금주,기초필수,교과,이론,기초,인문사회,쓰기·읽기 중점,,,등급,3.0,3.0,0.0,N,N,화14:00-17:00(E7 - L20),,
128,기초학부,전체,HSS222,01,사회과학 특강Ⅱ - 인류 진화와 문화,이정덕,기초필수,교과,이론,기초,인문사회,쓰기·읽기 중점,,,등급,3.0,3.0,0.0,N,N,수15:00-18:00(E7 - L30),,
129,기초학부,전체,HSS222,02,사회과학 특강Ⅱ - 문화와 사회,최태섭,기초필수,교과,이론,기초,인문사회,쓰기·읽기 중점,,,등급,3.0,3.0,0.0,N,N,목13:00-16:00(E7 - L20),,
130,기초학부,전체,HSS223,01,심리철학 - 영어 강좌,김병재,기초필수,교과,이론,기초,인문사회,쓰기·읽기 중점,,,등급,3.0,3.0,0.0,N,Y,"월14:30-16:00(E7 - 235), 수14:30-16:00(E7 - 235)",,영어 강좌 (Only English)
131,기초학부,전체,HSS301a,01,Scientific Writing,이정아,기초필수,교과,이론,기초,인문사회,쓰기·읽기 중점,,,등급,3.0,3.0,0.0,N,Y,"화09:00-10:30(E7 - L28), 목09:00-10:30(E7 - L28)",,"2019 - 2014 학번:  2학점 SW 대체과목, 선수과목: AE: Research&Writing"
132,기초학부,전체,HSS301a,02,Scientific Writing,Mark Silverlock,기초필수,교과,이론,기초,인문사회,쓰기·읽기 중점,,,등급,3.0,3.0,0.0,N,Y,"월18:00-19:30(E7 - L28), 수18:00-19:30(E7 - L28)",,"2019 - 2014 학번:  2학점 SW 대체과목, 선수과목: AE: Research&Writing"
133,기초학부,전체,INT201,01,국내 인턴십Ⅰ,김소희,심화필수,연구(Internship),실습,심화,현장,인턴십,,,S/U,1.0,0.0,1.0,N,N,토17:00-18:00(E7 - 241),,
134,기초학부,전체,INT202,01,국내 인턴십Ⅱ,김소희,심화필수,연구(Internship),실습,심화,현장,인턴십,,,S/U,1.0,0.0,1.0,N,N,토17:00-18:00(E7 - 241),,
135,기초학부,전체,INT203,01,국내 인턴십Ⅲ,김소희,심화필수,연구(Internship),실습,심화,현장,인턴십,,,S/U,2.0,0.0,2.0,N,N,토17:00-19:00(E7 - 241),,
136,기초학부,전체,INT204,01,국내 인턴십Ⅳ,김소희,심화필수,연구(Internship),실습,심화,현장,인턴십,,,S/U,2.0,0.0,2.0,N,N,토17:00-19:00(E7 - 241),,
137,기초학부,전체,INT211,01,해외 인턴십Ⅴ,김회준,심화필수,연구(Internship),실습,심화,현장,인턴십,,,S/U,2.0,0.0,10.0,N,N,토13:30-23:30(E7 - 241),,
138,기초학부,전체,INT212,01,해외 인턴십Ⅵ,김회준,심화필수,연구(Internship),실습,심화,현장,인턴십,,,S/U,2.0,0.0,10.0,N,N,토13:30-23:30(E7 - 241),,
139,기초학부,전체,INT213,01,해외 인턴십Ⅶ,김회준,심화필수,연구(Internship),실습,심화,현장,인턴십,,,S/U,2.0,0.0,10.0,N,N,토13:30-23:30(E7 - 241),,
140,기초학부,전체,INT214,01,해외 인턴십Ⅷ,김회준,심화필수,연구(Internship),실습,심화,현장,인턴십,,,S/U,2.0,0.0,10.0,N,N,토13:30-23:30(E7 - 241),,
141,기초학부,전체,INT401,01,국내 인턴십 Ⅴ,김소희,심화필수,연구(Internship),실습,심화,현장,인턴십,,,S/U,2.0,0.0,10.0,N,N,토13:30-23:30(E7 - 241),,
142,기초학부,전체,INT402,01,국내 인턴십 Ⅵ,김소희,심화필수,연구(Internship),실습,심화,현장,인턴십,,,S/U,2.0,0.0,10.0,N,N,토13:30-23:30(E7 - 241),,
143,기초학부,전체,LS203,01,세포생물학 실험(이),"이창훈, 정찬, 조정아",심화필수,교과,실습,심화,전공,트랙,생명과학(*)/뇌과학,이학사,등급,3.0,0.0,6.0,N,N,"월16:30-19:30(E4 - 225), 수16:30-19:30(E4 - 225)","(BS114) 생명과학개론 또는 (BS116) 일반생물학Ⅰ, (BS115) 일반생물학 실험",
144,기초학부,전체,LS203,02,세포생물학 실험(이),"정찬, 이창훈, 조정아",심화필수,교과,실습,심화,전공,트랙,생명과학(*)/뇌과학,이학사,등급,3.0,0.0,6.0,N,N,"화15:30-18:30(E4 - 225), 목15:30-18:30(E4 - 225)","(BS114) 생명과학개론 또는 (BS116) 일반생물학Ⅰ, (BS115) 일반생물학 실험",
145,기초학부,전체,LS203,03,세포생물학 실험(이),"조정아, 정찬, 이창훈",심화필수,교과,실습,심화,전공,트랙,생명과학(*)/뇌과학,이학사,등급,3.0,0.0,6.0,N,N,"화15:00-18:00(E4 - 224), 목15:00-18:00(E4 - 224)","(BS114) 생명과학개론 또는 (BS116) 일반생물학Ⅰ, (BS115) 일반생물학 실험",
146,기초학부,전체,LS204,01,세포생물학(이),"백명인, 정영태",심화필수,교과,이론,심화,전공,트랙,생명과학(*)/뇌과학,이학사,등급,3.0,3.0,0.0,N,Y,"화15:00-16:30(E7 - 233), 목15:00-16:30(E7 - 233)",(BS114) 생명과학개론 또는 (BS116) 일반생물학Ⅰ,
147,기초학부,전체,LS204,02,세포생물학(이),"백명인, 정영태",심화필수,교과,이론,심화,전공,트랙,생명과학(*)/뇌과학,이학사,등급,3.0,3.0,0.0,N,Y,"월13:00-14:30(E7 - 236), 수13:00-14:30(E7 - 236)",(BS114) 생명과학개론 또는 (BS116) 일반생물학Ⅰ,
148,기초학부,전체,LS304,01,생명체의 다양성과 유기적 관계(이),이상임,심화필수,교과,이론,심화,전공,트랙,생명과학(*),이학사,등급,3.0,3.0,0.0,N,Y,"화09:00-10:30(E7 - 229), 목09:00-10:30(E7 - 229)",,
149,기초학부,전체,LS305,01,신경과학Ⅰ(이),"서병창, 엄지원",심화필수,교과,이론,심화,전공,트랙,생명과학(*)/뇌과학,이학사,등급,3.0,3.0,0.0,N,Y,"화13:00-14:30(E7 - L21), 목13:00-14:30(E7 - L21)",,"학기변경으로 한시적으로 I,II 함께 개설"
150,기초학부,전체,LS306,01,신경과학Ⅱ(이),"현정호, 이효상, 최한경",심화필수,교과,이론,심화,전공,트랙,생명과학(*)/뇌과학,이학사,등급,3.0,3.0,0.0,N,Y,"월14:30-16:00(E7 - L21), 수14:30-16:00(E7 - L21)",,"학기변경으로 한시적으로 I,II 함께 개설"
151,기초학부,전체,LS308,01,생화학Ⅰ(이),"김진해, 김유리, 이종찬, 이재민",심화필수,교과,이론,심화,전공,트랙,생명과학(*)/뇌과학,이학사,등급,3.0,3.0,0.0,N,Y,"월16:30-18:00(E7 - 241), 수16:30-18:00(E7 - 241)",(BS114) 생명과학개론 또는 (BS116) 일반생물학Ⅰ,
152,기초학부,전체,LS312,01,의약품공학(이),"예경무, 이병훈",심화필수,교과,이론,심화,전공,트랙,생명과학(*),이학사,등급,3.0,3.0,0.0,N,Y,화09:00-12:00(E4 - 113),,
153,기초학부,전체,LS314,01,생명과학 노벨상 수상의  위대한 발견(이),"이병훈, 이송이",심화필수,교과,이론,심화,전공,트랙,생명과학(*),이학사,등급,3.0,3.0,0.0,N,Y,"월09:00-10:30(E7 - 229), 수09:00-10:30(E7 - 229)",,
154,기초학부,전체,LS403,01,발생 및 발달생물학(이),"백명인, 유성운, 곽준명",심화필수,교과,이론,심화,전공,트랙,생명과학(*)/뇌과학,이학사,등급,3.0,3.0,0.0,N,Y,"화10:30-12:00(E7 - L22), 목10:30-12:00(E7 - L22)",,
155,기초학부,전체,LS406,01,"의생명공학(이,공)",이광,심화필수,교과,이론,심화,전공,트랙,생명과학(*),"이학사,공학사",등급,3.0,3.0,0.0,N,Y,금09:00-12:00(E7 - 235),,
156,기초학부,전체,LS407a,01,인체생리학(이),"이재민, 김은경",심화필수,교과,이론,심화,전공,트랙,생명과학(*),이학사,등급,3.0,3.0,0.0,N,Y,"월09:00-10:30(E4 - 406), 수09:00-10:30(E4 - 406)",,
157,기초학부,전체,LS410,01,현대 미생물학(이),"김유리, 정찬",심화필수,교과,이론,심화,전공,트랙,생명과학(*),이학사,등급,3.0,3.0,0.0,N,Y,"월14:30-16:00(E7 - 229), 수14:30-16:00(E7 - 229)",,
158,기초학부,전체,LS411,01,계산뇌과학입문(이),"유우경, 김민환",심화필수,교과,이론,심화,전공,트랙,생명과학(*)/뇌과학,이학사,등급,3.0,3.0,0.0,N,Y,"월10:30-12:00(E4 - 113), 수10:30-12:00(E4 - 113)",,
159,기초학부,전체,LS412,01,뇌질환(이),이성배,심화필수,교과,이론,심화,전공,트랙,생명과학(*)/뇌과학,이학사,등급,3.0,3.0,0.0,N,N,"화09:00-10:30(E7 - 235), 목09:00-10:30(E7 - 235)",,
160,기초학부,전체,MECH201,01,고체역학(공),장경인,심화필수,교과,이론,심화,전공,트랙,기계공학(*),공학사,등급,3.0,3.0,0.0,N,Y,"월13:00-14:30(E7 - L31), 수13:00-14:30(E7 - L31)",,
161,기초학부,전체,MECH301,01,인간과 공학(공),"김회준, 이성민, 박준혁, 남강현, 정소현, 김기섭",심화필수,교과,이론,심화,전공,트랙,기계공학(*),공학사,등급,3.0,3.0,0.0,N,Y,금13:00-16:00(E7 - L21),,
162,기초학부,전체,MECH306,01,진동공학(공),임용섭,심화필수,교과,이론,심화,전공,트랙,기계공학(*),공학사,등급,3.0,3.0,0.0,N,Y,"월10:30-12:00(E5 - 116), 수10:30-12:00(E5 - 116)",(MECH203) 동역학(공),
163,기초학부,전체,MECH309,01,자동제어시스템(공),박석호,심화필수,교과,이론,심화,전공,트랙,기계공학(*)/전자공학,공학사,등급,3.0,3.0,0.0,N,Y,"화10:30-12:00(E7 - 236), 목10:30-12:00(E7 - 236)",,
164,기초학부,전체,MECH311,01,유체역학(공),정소현,심화필수,교과,이론,심화,전공,트랙,기계공학(*)/화학공학,공학사,등급,3.0,3.0,0.0,N,Y,수17:30-20:30(E7 - 233),,
165,기초학부,전체,MECH313,01,로봇전자공학(공),박경서,심화필수,교과,이론,심화,전공,트랙,기계공학(*),공학사,등급,3.0,3.0,0.0,N,Y,"월16:00-17:30(E5 - 217), 수16:00-17:30(E5 - 217)",(BE205) 회로이론과 계측법(이론),
166,기초학부,전체,MECH401,01,로봇동역학 및 제어(공),황민호,심화필수,교과,이론,심화,전공,트랙,기계공학(*),공학사,등급,3.0,3.0,0.0,N,Y,"화10:30-12:00(E7 - G01), 목10:30-12:00(E7 - G01)","(MECH203) 동역학(공), (MECH309) 자동제어시스템(공)",
167,기초학부,전체,MECH402,01,마이크로/나노공학(공),이재홍,심화필수,교과,이론,심화,전공,트랙,기계공학(*),공학사,등급,3.0,3.0,0.0,N,Y,"화13:00-14:30(E7 - 229), 목13:00-14:30(E7 - 229)","(MECH201) 고체역학 (공), (MECH311) 유체역학 (공)",
168,기초학부,전체,MECH407,01,모빌리티공학개론(공),이성민,심화필수,교과,이론,심화,전공,트랙,기계공학(*),공학사,등급,3.0,3.0,0.0,N,Y,"화16:30-18:00(E5 - 217), 목16:30-18:00(E5 - 217)",,신규개설
169,기초학부,전체,MSE305a,01,"재료공학개론Ⅰ(이,공)",이주혁,심화필수,교과,이론,심화,전공,트랙,재료공학(*)/화학,"이학사,공학사",등급,3.0,3.0,0.0,N,Y,"월09:00-10:30(E7 - L20), 수09:00-10:30(E7 - L20)",,
170,기초학부,전체,MSE307,01,재료공학실험(공),"김진수, 이성원, 이주혁, 이종수, 이신범",심화필수,교과,실습,심화,전공,트랙,재료공학(*),공학사,등급,3.0,0.0,6.0,N,Y,"수16:30-19:30(E6 - 223), 금13:00-16:00(E6 - 223)",,
171,기초학부,전체,MSE402,01,재료상변태(공),김진수,심화필수,교과,이론,심화,전공,트랙,재료공학(*)/물리학,공학사,등급,3.0,3.0,0.0,N,Y,"수10:30-12:00(E7 - 223), 금10:30-12:00(E7 - 223)",,
172,기초학부,전체,MSE407,01,재료의 기계적 거동(공),김영규,심화필수,교과,이론,심화,전공,트랙,재료공학(*),공학사,등급,3.0,3.0,0.0,N,N,"월13:30-15:00(E7 - L20), 수13:30-15:00(E7 - L20)",,신규개설
173,기초학부,전체,PHY202a,01,"해석역학Ⅰ(이,공)",이재동,심화필수,교과,이론,심화,전공,트랙,물리학(*),"이학사,공학사",등급,3.0,3.0,0.0,N,Y,"월16:00-17:30(E7 - G02), 수16:00-17:30(E7 - G02)",,
174,기초학부,전체,PHY205a,01,현대물리(이),김소연,심화필수,교과,이론,심화,전공,트랙,물리학(*),이학사,등급,3.0,3.0,0.0,N,Y,"월11:00-12:30(E7 - L22), 수11:00-12:30(E7 - L22)",,
175,기초학부,전체,PHY302a,01,고급물리 실험(이),"박기성, 김소연, 서정필",심화필수,교과,실습,심화,전공,트랙,물리학(*),이학사,등급,2.0,0.0,4.0,N,Y,"월13:00-15:00(E2 - 219), 수13:00-15:00(E2 - 219)",,
176,기초학부,전체,PHY304,01,"양자역학Ⅰ(이,공)",박기성,심화필수,교과,이론,심화,전공,트랙,물리학(*),"이학사,공학사",등급,3.0,3.0,0.0,N,Y,"월09:00-10:30(E7 - 223), 수09:00-10:30(E7 - 223)","(PHY202a) 해석역학Ⅰ(이,공) 또는 (PHY203a) 전기역학 I(이)",
177,기초학부,전체,PHY306,01,수리물리(이),최승호,심화필수,교과,이론,심화,전공,트랙,물리학(*),이학사,등급,3.0,3.0,0.0,N,Y,"화09:00-10:30(E7 - L31), 목09:00-10:30(E7 - L31)",,
178,기초학부,전체,PHY308,01,전기역학Ⅱ(이),유천열,심화필수,교과,이론,심화,전공,트랙,물리학(*),이학사,등급,3.0,3.0,0.0,N,Y,"화10:30-12:00(E2 - 525), 목10:30-12:00(E2 - 525)",,
179,기초학부,전체,PHY401,01,"현대광학(이,공)",이기준,심화필수,교과,이론,심화,전공,트랙,물리학(*),"이학사,공학사",등급,3.0,3.0,0.0,N,Y,"화10:30-12:00(E7 - L21), 목10:30-12:00(E7 - L21)",(PHY203a) 전기역학 I(이),
180,기초학부,전체,PHY403,01,"고체물리Ⅱ(이,공)",홍정일,심화필수,교과,이론,심화,전공,트랙,물리학(*),"이학사,공학사",등급,3.0,3.0,0.0,N,Y,"월10:30-12:00(E2 - 324), 수10:30-12:00(E2 - 324)","(PHY304) 양자역학Ⅰ(이,공)",
181,기초학부,전체,PHY405,01,"생물물리학(이,공)",이종찬,심화필수,교과,이론,심화,전공,트랙,물리학(*),"이학사,공학사",등급,3.0,3.0,0.0,N,Y,금13:00-16:00(E7 - L22),,
182,기초학부,전체,PHY406,01,전산물리(이),강준구,심화필수,교과,이론,심화,전공,트랙,물리학(*),이학사,등급,3.0,3.0,0.0,N,Y,"화14:30-16:00(E7 - 229), 목14:30-16:00(E7 - 229)",,
183,기초학부,전체,PHY408,01,"원자분자물리학(이,공)",허승정,심화필수,교과,이론,심화,전공,트랙,물리학(*),"이학사,공학사",등급,3.0,3.0,0.0,N,Y,"화13:00-14:30(E7 - G02), 목13:00-14:30(E7 - G02)",,신규개설
184,기초학부,학사,RP301,01,UGRP I - 니켈 촉매 반응을 통한 규소를 함유한 다치환 방향족 화합물의 합성,정병혁,심화필수,교과,이론,심화,연구,UGRP,,,S/U,3.0,3.0,0.0,N,N,토18:00-21:00(E7 - 236),,
185,기초학부,학사,RP301,02,UGRP I - 단일배위 저산화수 보론화합물의 합성 및 반응성 연구,문혜원,심화필수,교과,이론,심화,연구,UGRP,,,S/U,3.0,3.0,0.0,N,N,토18:00-21:00(E7 - 236),,
186,기초학부,학사,RP301,03,UGRP I - 세포 융합 기반 나이 조절을 통한 뇌질환 기전 억제 화합물 개발,김태완,심화필수,교과,이론,심화,연구,UGRP,,,S/U,3.0,3.0,0.0,N,N,토18:00-21:00(E7 - 236),,
187,기초학부,학사,RP301,04,UGRP I - 가시광선을 이용한 지속가능한 유기합성법 개발,"서상원, 이성기",심화필수,교과,이론,심화,연구,UGRP,,,S/U,3.0,3.0,0.0,N,N,토18:00-21:00(E7 - 236),,
188,기초학부,학사,RP301,05,UGRP I - 생성형 AI 기반 I-Q 신호 복원 및 파운데이션 모델 연구,최재호,심화필수,교과,이론,심화,연구,UGRP,,,S/U,3.0,3.0,0.0,N,N,토18:00-21:00(E7 - 236),,
189,기초학부,학사,RP301,06,UGRP I - 초전도 큐비트 제작 및 특성 평가,"유천열, 권상일",심화필수,교과,이론,심화,연구,UGRP,,,S/U,3.0,3.0,0.0,N,N,토18:00-21:00(E7 - 236),,
190,기초학부,학사,RP301,07,UGRP I - 뇌신경질환의 전자 시스템적 해석을 위한 뇌 디지털 트윈 개발,최지웅,심화필수,교과,이론,심화,연구,UGRP,,,S/U,3.0,3.0,0.0,N,N,토18:00-21:00(E7 - 236),,
191,기초학부,학사,RP301,08,UGRP I - 3D 프린팅으로 구현한 피부통합형 센서를 이용한 차세대 HCI 시스템 개발,이병문,심화필수,교과,이론,심화,연구,UGRP,,,S/U,3.0,3.0,0.0,N,N,토18:00-21:00(E7 - 236),,
192,기초학부,학사,RP301,09,UGRP I - 유튜브 협업 네트워크에서의 유튜버 관계 예측 및 군집 분석,장준기,심화필수,교과,이론,심화,연구,UGRP,,,S/U,3.0,3.0,0.0,N,N,토18:00-21:00(E7 - 236),,
193,기초학부,학사,RP301,10,UGRP I - 비불소계 고분자를 활용한 지속가능형 건식 음극 제조,김진수,심화필수,교과,이론,심화,연구,UGRP,,,S/U,3.0,3.0,0.0,N,N,토18:00-21:00(E7 - 236),,
194,기초학부,학사,RP301,11,UGRP I - 1.58-bit 초경량 VLA 와 소프트 로보틱스를 융합한 지능형 물체 전달 로봇팔 개발,"송석호, 이상철",심화필수,교과,이론,심화,연구,UGRP,,,S/U,3.0,3.0,0.0,N,N,토18:00-21:00(E7 - 236),,
195,기초학부,학사,RP301,12,UGRP I - 인공지능 기반 자율주행 로봇의 협력·이타적 판단 및 주행을 위한 신개념 경로 계획 도출 연구,"임용섭, 남강현",심화필수,교과,이론,심화,연구,UGRP,,,S/U,3.0,3.0,0.0,N,N,토18:00-21:00(E7 - 236),,
196,기초학부,학사,RP301,13,UGRP I - 새의 비행 적응에 관한 과학관 전시 모델 디자인 ,"이상임, 박종래",심화필수,교과,이론,심화,연구,UGRP,,,S/U,3.0,3.0,0.0,N,N,토18:00-21:00(E7 - 236),,
197,기초학부,학사,RP301,14,UGRP I - 자외선 차단 기능성 생체모사 시나페이트-리그닌 복합 하이드로겔 기반 상처 치유 플랫폼 개발,홍선기,심화필수,교과,이론,심화,연구,UGRP,,,S/U,3.0,3.0,0.0,N,N,토18:00-21:00(E7 - 236),,
198,기초학부,학사,RP301,15,UGRP I - Chromatin remodeler의 기능 및 IDR 구조 분석을 통한 발암 억제 기능 연구,"기영훈, Felix Jonas",심화필수,교과,이론,심화,연구,UGRP,,,S/U,3.0,3.0,0.0,N,N,토18:00-21:00(E7 - 236),,
199,기초학부,학사,RP301,16,UGRP I - 머신 러닝 기법을 활용한 엑스선 회절 이미지의 신호대잡음비 개선 및 구조동역학 정보의 복원,김종구,심화필수,교과,이론,심화,연구,UGRP,,,S/U,3.0,3.0,0.0,N,N,토18:00-21:00(E7 - 236),,
200,기초학부,학사,RP301,17,UGRP I - 물 정화를 위한 과불화화합물 흡착용 금속-유기 골격체 개발 연구,박진희,심화필수,교과,이론,심화,연구,UGRP,,,S/U,3.0,3.0,0.0,N,N,토18:00-21:00(E7 - 236),,
201,기초학부,학사,RP301,18,UGRP I - 세포 내에서의 RNA 분자의 단일 분자 수준 관찰,이종찬,심화필수,교과,이론,심화,연구,UGRP,,,S/U,3.0,3.0,0.0,N,N,토18:00-21:00(E7 - 236),,
202,기초학부,학사,RP301,19,UGRP I - AI 기반 세포막 수용체 활성 조절 및 질환 제어 메커니즘 연구,이창훈,심화필수,교과,이론,심화,연구,UGRP,,,S/U,3.0,3.0,0.0,N,N,토18:00-21:00(E7 - 236),,
203,기초학부,학사,RP301,20,UGRP I - 신경 퇴행성 질환에서 비만의 영향 및 매개 경로 규명,이성배,심화필수,교과,이론,심화,연구,UGRP,,,S/U,3.0,3.0,0.0,N,N,토18:00-21:00(E7 - 236),,
204,기초학부,학사,RP301,21,UGRP I -  대규모 미지 환경의 Exploration 효율 향상 및 다중 Task 완수를 위한 멀티 로봇의 랑데부 기반 분산 의사결정 전략 연구,김기섭,심화필수,교과,이론,심화,연구,UGRP,,,S/U,3.0,3.0,0.0,N,N,토18:00-21:00(E7 - 236),,"로봇및기계전자공학과 소속 김기섭 교수, Professor Giseop Kim, Department of Robotics and Mechatronics Engineering"
205,기초학부,학사,RP301,22,UGRP I - Sebacates 계열 PVC Gel 기반 트라이보전기 나노발전기의 온도 안정성 평가 및 웨어러블·IoT 응용,이주혁,심화필수,교과,이론,심화,연구,UGRP,,,S/U,3.0,3.0,0.0,N,N,토18:00-21:00(E7 - 236),,
206,기초학부,학사,RP301,23,UGRP I - EEG-초음파 멀티모달 입력을 활용한 실시간 초음파 지연 보완 예측 모델 연구,황재윤,심화필수,교과,이론,심화,연구,UGRP,,,S/U,3.0,3.0,0.0,N,N,토18:00-21:00(E7 - 236),,
207,기초학부,학사,RP301,24,UGRP I - XR 환경에서의 SDF 기반 연성 그림자(Soft Shadows)와 깊이 지각 정확도 연구,길현재,심화필수,교과,이론,심화,연구,UGRP,,,S/U,3.0,3.0,0.0,N,N,토18:00-21:00(E7 - 236),,
208,기초학부,학사,RP301,25,UGRP I - p-i-n 구조 페로브스카이트 태양 전지(PSCs)의 안정성 및 효율 개선을 위한 소재 개질 연구 ,최종민,심화필수,교과,이론,심화,연구,UGRP,,,S/U,3.0,3.0,0.0,N,N,토18:00-21:00(E7 - 236),,
209,기초학부,학사,RP301,26,UGRP I - 군집 드론의 강건성 확보를 위한 SLAM 기반 동적 임무 재분배 알고리즘 연구,김백규,심화필수,교과,이론,심화,연구,UGRP,,,S/U,3.0,3.0,0.0,N,N,토18:00-21:00(E7 - 236),,
210,기초학부,학사,RP301,27,UGRP I - 에어로겔 전환을 갖는 산불 화재 방지 자연기반 폴리페놀 하이드로겔 ,김성균,심화필수,교과,이론,심화,연구,UGRP,,,S/U,3.0,3.0,0.0,N,N,토18:00-21:00(E7 - 236),,
211,기초학부,학사,RP301,28,UGRP I - 비정형 환경 내 작업을 위한 Vision-Language-Action Model 기반 로봇 팔 제어 시스템 개발,박경준,심화필수,교과,이론,심화,연구,UGRP,,,S/U,3.0,3.0,0.0,N,N,토18:00-21:00(E7 - 236),,
212,기초학부,학사,RP301,29,UGRP I - 초고색순도 디스플레이 구현을 위한 양자점 기반 색변환층 개발,양지웅,심화필수,교과,이론,심화,연구,UGRP,,,S/U,3.0,3.0,0.0,N,N,토18:00-21:00(E7 - 236),,
